Unnamed: 0,issue_id,issue_title,issue_description,post_id,post_title,post_description
38,MDL-58645,Make drag-and-drop onto image questions responsive and fix the print layout,"The real issue is that drag-drop onto image questions are not very responsive, which will become more of an issue once MDL-68446 lands.

We started thinking about the issues with this question type because we noticed the they layout of these questions broke when you tried to print them, and the changes here alos fix that scenario.

See [https://moodle.org/mod/forum/discuss.php?d=340845]

Example [question can be found there too|https://moodle.org/mod/forum/discuss.php?d=340845#p1374228]",340845,Printing quiz responses to include drag and drop image labels,"I am the Moodle admin (not server side) for a small college, and I am self-taught so please excuse me if I use simple terms. We are on Moodle v3.1, having upgraded from 2.7 through to 3.1 over the summer. All seems fine but a lecturer has come across an annoying print output issue. He spent ages developing a quiz to include drag and drop labels onto images. That all worked well, but when he came to want to File/Print a student's responses from the browser ( IE 11), the labels are on previous page to the image. I tried the same process on Firefox and Chrome with the same result. We need some print outs to hold on file for external verifiers of our courses. Screen snip from the Print preview in the browser is below. The labels on the left hand page should be on the image of the horse skeleton. On screen, they are aligned correctly. I did try a simple ""Save image"" over the completed question, but none of the labels stayed in place, just the skeleton image as above was produced. Is it because each label is an image, perhaps? I am puzzled as to why the labels you see above are actually correctly laid out around the skeleton shape, they just won't stay put over the skeleton image in the Print output. Any ideas, please? Our teachers were keen to try this new feature in quizzes, but it won't get used if they can't get the output they need. I realise this is more a browser issue than a Moodle one, but none of the download options of quiz responses allow for images to be included."
39,MDL-58806,Single View - display category names and differentiate category designation,"When grade categories are used in the gradebook, Single View pull-down menu shows the same string ""Category total"" for each of them. The only way to distinguish is by their proximity to other grade items.

At the minimum, the name should render in the pulldown menu as they are displayed in the Gradebook setup ('Categoryname' total). This name string should also be shown in the left and right ""next item"" navigation of the Single View page.

A lack of clarity about entering (overriding!) categories raises the importance of making known what these particular items are when using Single View.

I feel an improvement to this would be to place brackets around the string 'total' (to differentiate from grade items at a glance) after the category name. 

i.e. Categoryname [total]

An attempt to solicit discussion on the preferences for the naming scheme can be found at [https://moodle.org/mod/forum/discuss.php?d=349139]

 ",349139,Single View - Category totals,"Hi all, I am hoping to get some input from others before I submit a tracker item... When grade categories are used in the gradebook, Single View pull-down menu shows the same string ""Category total"" for each of them. I would like to recommend append the name of the category itself to this string to make it uniquely identifiable when both accessing the pulldown menu and navigating from item to item while grading in single view. Any suggestions to the naming scheme are welcome. My preference would the following: Place ""Category total"" in brackets (to differentiate from grade items) followed by the category name. i.e. [Category total] Categoryname I've experimented with long grade item names in the pulldown list and don't see an issue have these categories being longer as a result of this recommendation."
40,MDL-59092,Grouping for Forum,"Currently, the forum activity does not work with grouping, it works only with groups.

Would be good to have grouping. 

See https://moodle.org/mod/forum/discuss.php?d=349731",349731,Forum and grouping ?,"Dear all, as I  see, it is possible to address forum posts to selected groups, not to grouping . I need to announce something to selected groups. Is there any way to achieve that without repeating the same post for each group ?"
41,MDL-59300,Duplicated activity should have a suffix added to the name,"Hello,

When you copy a activity on a course the copied activity has the identical name compared to the original one.

This is very misleading and confusing to a normal user, the copied activity name should have some suffix f.ex biology_copy1

at the moment wheny ou copy biology named activity second biology named activity is made on the course below it.

 

Forum discussion link: https://moodle.org/mod/forum/discuss.php?d=354340#p1429411",354340,Duplicated activity should have a suffix added to the name,"Hello, When you copy a activity on a course the copied activity has the identical name compared to the original one. This is very misleading and confusing to a normal user, the copied activity name should have some suffix f.ex biology_copy1 at the moment wheny ou copy biology named activity second biology named activity is made on the course below it. If you like this idea vote it here or add an discussion; https://tracker.moodle.org/browse/MDL-59300"
42,MDL-59417,"Create a ""Enable tracking forums"" default option","I understand from [https://moodle.org/mod/forum/discuss.php?d=341101] the default for the forum tracking option is disabled. I.e. it is opt-in.
 Maybe there would be Moodle setups which like to set this setting to enabled by default and therefore the forum tracking option rather opt-out.

That would only apply to newly created users, of course.

An option switch in the user default preferences only accessible to admins admin/settings.php?section=userdefaultpreferences could be created.

I know

{{UPDATE mdl_user SET track_forums = 1 WHERE id > 2;}}

sets it to enabled for all users, but overwrites all. (And especially, at a later point in time it reverts those who have switched their preference to ""not enabling tracking forums"" in the meantime.)",341101,Enable tracking in user profiles,"Moodle v2.5 I want to enable the forum tracking setting ('Yes, highlight new posts for me') in every user's profile. The default for this option to be disabled. I can't do it by uploading a CSV file - the setting is not included in the fields that are recognised. I can't go into each profile and manually change it - too many users. What I could possibly do is give the school's tech guys a SQL query and tell them to run it, if I also gave them pack of biscuits. So what is the query that could enable this option for all users? And just to clarify, I can then forcefully enable or disable tracking on individual forms, right? Thanks."
43,MDL-59764,Availability option: x days after enrolment,"To better support corporate Moodle instances, I think it would be great to have the option to make activities available after x days of enrolment. That way a logic flow can be made within a course for rolling enrolments. This plugin is made to offer that functionality, it would be amazing if this could be integrated into core. https://moodle.org/plugins/availability_days

More info:
https://moodle.org/mod/forum/discuss.php?d=354914",354914,Creating 'rolling' enrolment support in Moodle!,"Hi guys, It would be amazing to add an option to 'Availability' in activities : x days after enrolment. More info: Moodle has great functionality for schools that have a course that starts e.g. September 1st and then ends on September 22nd. However, when there is a rolling enrolment, meaning students will enrol all throughout the year, it is much more difficult to make use of the functionality. Let's define a sample scenario: -The student will have 1 week to complete assignment 1 -After completing assigment 1, SCORM package 1 will become available for 1 week. -After that week, Quiz 1 will become available for one week. This can be configured in 'Availability' nicely when you know all students will start at September 1st and finish on September 22nd. However, when there are rolling enrolments (and I think many many Moodle instances have these), I think we should provide an option to define a timeframe based on enrolment date."
44,MDL-59547,Add ability to hide activity events,"We just discovered that the mod_attendance plugin creates a new calendar event for every session added. Our faculty find this causes more important events to be buried in the events block. I contacted the developer for the plugin, and he mentioned that Moodle is pushing to have all modules create events for their activities and that the calendar API should probably be extended such that a setting could be provided to NOT create events from a specific plugin. Please consider adding this feature as it would be most appreciated by our faculty, and it sounds like (from the [forum post|https://moodle.org/mod/forum/discuss.php?d=336015) that other users would like it as well.",336015,Attendance and Calendar events - feedback?,"Vyacheslav Strelkov has just written a patch to add support for Moodle calendar events in the attendance plugin (Thanks heaps!) https://github.com/danmarsden/moodle-mod_attendance/pull/210 My initial thoughts were that this should be a separate setting - allowing teachers to decide if the session should appear in the calendar, but as Brendan points out this is not how most activities work - does anyone have a real use-case for an Attendance session to be created but not shown as in the course calendar? If there isn't a proper use-case we probably shouldn't add a new setting."
45,MDL-59736,Display discussionlocked string as notification,"Very easy to miss the ""This discussion is locked"" string on the forum page because it has no styling.
Example: https://moodle.org/mod/forum/discuss.php?d=251783

Why not use standard notification for it?

(see MDL-55982)",251783,How to remove the magnifying glass (preview) in Feedback?,"We were wondering if the magnifying glass for feedback preview could be disabled. We find it disturbing and fear that users click on it instead of ""Answer the questions"". Thanks"
46,MDL-59818,Quiz report with feedback for incorrect answers but not seeing the question,"This is a tricky request to describe. I need to run a quiz where, after completion, quiz participants can NOT see the questions again, but do receive feedback for each question incorrectly answered - so for example :
3 questions, the student gets 1 wrong, they receive a mark (66%!)  and a general feedback note that is for that particular question, but don't see the question or which question it was that they got wrong.
 
If they got 2 questions wrong, the feedback would include both questions' general feedback notes.
This is for aviation exams, where we are required to have a KDR (Knowledge deficiency report) that relates to the questions incorrectly answered and a mark/grade, at the end of an exam, but students must not see the exam again.
 
So for example, 3 questions
q1 is about topic 1
q2 topic 2
q3 topic 3
Student gets 1 and 3 wrong, their review/report shows :
you got 33% correct
KDR: topic 1
KDR: topic 3
 
The text of the KDR report could just be the text of the general feedback for the question that was wrongly answered.
I know this doesn't happen now with 3.3.1, would it be possible/easy to add an accumulating text field to the same database entry that stores the mark for the quiz, and then display that in the report?
 

See: https://moodle.org/mod/forum/discuss.php?d=356824#p1439388
 ",356824,"Quiz report without ""the attempt"", but with more details : v 3.3.1","G'day, I'm trying to hide quiz questions once a quiz has been submitted, but I need to be able to give a specific feedback for incorrect answers, but NOT linked to the question. The quiz doco says : In your list of review options, you must have 'The attempt' (the first
option in the lists) selected before you can enable the options to show
'Whether correct', 'Specific feedback', 'General feedback', and 'Right
answer'. If you choose not to let the students review the attempt, your
only options are to display 'Marks' and 'Overall feedback'. What I need is ""specific"" or ""general"" feedback to be displayed in a review/report but NOT the actual question - the above requires that ""the attempt"" be selected, which shows the questions to the student.  Is there any way to alter this behaviour such that the student could get presented with a mark, and a list of feedback items for incorrect responses WITHOUT revealing the actual question(s) that were incorrect?  So we can have a ""read up on <foo>"" report if they got the question about <foo> wrong, without showing the question? I imagine if the ""General feedback"" could be enabled without ""the attempt"", such a thing may be possible? This is for aviation questions where we are not permitted to allow students to see the questions again once answered, but we do need to be able to generate a report that tells them (and us!) which areas of their syllabus that they need to re-study."
47,MDL-60019,Redundant code in block_navigation.php,"With reference to: [https://moodle.org/mod/forum/discuss.php?d=357147] - in '/blocks/navigation/block_navigation.php', method 'get_content' there is the code:

$arguments = array(
 'id' => $this->instance->id,
 'instance' => $this->instance->id,
 'candock' => $this->instance_can_be_docked(),
 'courselimit' => $limit,
 'expansionlimit' => $expansionlimit
 );

Which appears to do nothing!  If agreed that it should go, then how do I write / specify a test for this please?  Then I'll submit a patch.",357147,Redundant code in block_navigation.php,"Hello, Before I raise an MDL.... In M3.1, 3.2 and 3.3 '/blocks/navigation/block_navigation.php', method 'get_content' there is the code: 
```text
        $arguments = array(


            'id'             => $this->instance->id,


            'instance'       => $this->instance->id,


            'candock'        => $this->instance_can_be_docked(),


            'courselimit'    => $limit,


            'expansionlimit' => $expansionlimit


        );
```
 Which appears unused.  Can anybody confirm this please?  I know its not much but would save a bit of CPU time if it was removed. Note: This also means that the value of '$CFG->navcourselimit' is not used / taken into account. G"
48,MDL-60117,Add link on file upload,"Hi,

Could we have a default behavior :
 * click paperclip Icon
 * upload file(s)
 * submit
 * a link is created in message at cursor place for each file (space separator)

 ** text = file name and extension
 ** url = link to file

If user doesn't want the link, it can be erased... But 95% of the time if a teacher wants to add a file, it is to make a link.

 

Recent discussion: [https://moodle.org/mod/forum/discuss.php?d=357881]

Regards

François",357881,Do you need 150 IQ to add a file to a page?,"Hi, I just tried to add an image and a pdf file inside a page activity... REALLY? Am I the only one here to find this process bewilderingly complex for just an attachment? Can someone point me to the tracker ""please ô please, simplify the adding of files in pages""? Cheers François Moodle 3.3"
49,MDL-60119,Feedback - Multiple choice (rated) - weights are shown in brackets,"In Feedback when you create a multiple choice (rated) question weights are shown in the answer between ()

For example

1/Good
2/Mediate
3/Poor

would become

(1) Good
(2) Mediate
(3) Poor

when it should be

Good
Mediate
Poor

 

This problem is already mentioned in [https://moodle.org/mod/forum/discuss.php?d=351627]

 

 ",351627,Multiple choice answer rated doubts,"Well i have some doubts about Feedback activity with multiple answer rated questions. I want to make some surveys to students about the teacher... 1) I think its more flexible to use the answer with rated as in a future you could make some calculations ( add, average of all answers etc...). So i configure a question like this: So i give 1 point to Mai answer, 2 points to rares vegades and so on ... am i right ? In some documentation i read something like [1] Mai and [2] Rares vegades... which one is the correct one ?? 2) Is there any way to calculate the answers ( ex: calculate average of the feedback of one student, the sum of all questions, average of one question between all the students that have answered that question, average of sum of all feedbacks from all students etc.... 3) Also in the feedback their appear the number just side to side to the answer.. is there any way to hide that number to students and keep the numbers 0,1,2 etc... hide from them ( just the firs question was made with [1]Mai and the second with 1/Mai ?? Thanks in advance"
50,MDL-60211,New filters for User Tours,"It would be useful to have some more filters for User Tours.

When adding a new Tour, under Tour filters there is currently a choice of Role and Theme.

I suggest that adding new filters - 'Course format', and 'Category', and possibly 'Courses', would help to make a tour really specific.

There is some support on https://moodle.org/mod/forum/discuss.php?d=352912. ",352912,Suggested improvements to User tours,"Thinking about how we might use User tours here, we think there are could of extra options for when the tour should appear that would be useful (to add to the ones in the screen grab below), e.g. Course format Course category Do other people think this is a good idea? Presumably it is quite easy to add more options? Shall I make tracker issues? (Not quite sure when or if we will have time to develop this.)"
51,MDL-60221,"Missing ""-"" button for removing several sections at once (Moodle 3.3)","Dear all,

due to the bug in the plugin, I got the maximum number of sections in Moodle, see |[https://moodle.org/mod/forum/discuss.php?d=358580].

I (we) need  tool (button) to restrict number of sections for Moodle 3.3. Would you please renew this feature ?

 

 

 

 

 ",358580,Need to reduce HUGE number of sections,"Due to this bug in the StudentQuiz module the plugin generated maximum number of sections (999), making the course unusable. Is there an automated way (or somehow from the Moodle administration pult) to descrease such huge number of sections ? It's unbearable to delete section after section that manually...."
52,MDL-60296,Define courses that automatic backup should skip or backup without logs,"This tracker item is about the automatic course backup.

Some Moodle installation can have very big courses, and one (administrator) could want to be able to *not* backup some courses and/or backup some courses *without logs*, when logs are selected to be backuped.

Why ? Because (very) big courses can generate problems for automatic backups.

So it would be good to add, on the automatic course backup setting page :
 * a text field, where admin could specify course IDs that should *not be backuped*
 * a text field, where admin could specify course IDs that should *be backuped without logs*

The first field would take preference on the second one (if course is declared *not* to be backuped, it *won't be backuped at all*).
The second field should be grayed (and not available) if backup_auto_logs isn't ticked.

These fields would allow a list of course IDs, separated by comma, and default to void (or course 1 for nologs). These separated lists _could_ include spaces (that will be trimmed when doing automatic check of courses).

You can have a look at this (related) discussion :

[https://moodle.org/mod/forum/discuss.php?d=358596]",358596,Backup error within a course (courseid = 1),"Hello We have a problem with the automated backup since the moodle update to 3.2.x. Actually we're on Moodle 3.2.4+ (Build: 20170901). More details: CentOS 7.3.1611 server PHP version 7.1.4 MariaDB version: 5.5.52 The only affected course is the course with the id 1. All other courses ( > 2800) are running properly. What are the correct steps to figure out the failure? I've already read some threads (like this https://moodle.org/mod/forum/discuss.php?d=323699 ) and I'm unsure what's the best approach. I've already tested some things on a dev environment and came to this results: Unfinished state should be change to error! So the next time the automated backup cronjob runs the job on this course. On database I've checked/changed the status ids and changed it manually from unfished to error! What's also strange is the additonal information on the reports (see screen). Should I change manually the unixtime on the database? What should I do? The point is, that the error is on a productive environment and I can't do and force debugging on that server."
53,MDL-60309,Add background image filepicker to boost,https://moodle.org/mod/forum/discuss.php?d=359073,359073,Theme presets,"Greetings. I have been playing with the latest version of moodlecloud 3.3 to become familiar so when my school's moodle site is converted to 3.3 i can update it. I was pleased to see how exciting the boot theme is.  I set it up on moodlecloud just the way I wanted it.  I was ready to do the same with my school's upgraded moodle site, only to find out there is a difference with the moodlecloud version.  I could not find where to insert a background image, as one can do in moodlecloud (Home / Site administration / Appearance / Themes / Boost / General settings --- Background image).  Is the because of the moodlecloud.scss preset?  If so, is that preset freely available? Many thanks for moodlecloud ."
54,MDL-60419,"Add to quiz review options or make ""After the quiz is closed"" take into account no more attempts","We have a self-directed course that people enter at different parts of the year. We have a quiz in it, with 2 attempts allowed. We don't set a close date on it as the course is open year round and people are in it it at different times. 

What we would like to happen is after they complete their 2nd attempt, they would be able to see correct/incorrect answers. We don't want them to see that after the 1st attempt, since that would make the 2nd attempt trivial as the questions are repeated. Right now though, we have no way of doing that since the ""After the quiz is closed"" column of Review options, never goes into effect, since there is no close date set.

It would be nice to have another optional column of review options for ""After no more attempts allowed"" or possibly tweak the ""After the quiz is closed"" to take into account no more attempts allowed

Related forum thread: https://moodle.org/mod/forum/discuss.php?d=359784",359784,"Quiz review options, Any way to make  ""After the quiz is closed"" take into account no more attempts?","Hi everyone, apologies if this has already been asked and answered. Only relevant posts I could find are this thread from 2015: https://moodle.org/mod/forum/discuss.php?d=316985 We have a self-directed course that people enter at different parts of the year. We have a quiz in it, with 2 attempts allowed. We don't set a close date on it as the course is open year round and people are in it it at different times. What we would like to happen is after they complete their 2nd attempt, they would be able to see correct/incorrect answers. We don't want them to see that after the 1st attempt, since that would make the 2nd attempt trivial as the questions are repeated. Right now though, we have no way of doing that since the ""After the quiz is closed"" column of Review options, never goes into effect, since there is no close date set. Does anyone know of a way to make those options take effect after all the attempts have been used? Should I put in a request to add another optional column of review options for ""After attempts have been used up""? Moodle version is: 3.1.8"
55,MDL-60849,"Set ""Expect completed on"" as a relative date to improve student engagement in self-student paced learning courses","At the moment, the Course Overview > *Timeline* (and plugins such as Completion Progress) cannot be utilised with self-paced courses as they rely on static ""*Expect completed on*"" dates from the course activities.

I would like to propose an improvement to enable the ""*Expect completed on*"" field to be set as a *relative value* based on:
1. *the date of the student's course enrollment* (see image 1: [image 1|https://www.the-ela.com/img/image1.png]), *_and/or_*
2. *completion* *of another activity* (see image 2: [image 2|https://www.the-ela.com/img/image2.png]).

As a use case example: I run a number of date based courses and assign self-paced revision/skills builder modules as needed, which students have to complete within a set time period. To help students to know where they should be in the course at any given time is extremely useful in ensuring that they are able to manage their time in completing them.

I have posted this in the forum ([see here|https://moodle.org/mod/forum/discuss.php?d=354362]) and have been advised offline that this functionality is not possible with a plugin and would require a change to the core code.

To be clear, I do not want to restrict or enable access (as an Availablity condition) which can be accomplished through a plugin (such as ""Restriction by days offset from start"" - although this is no longer maintained since 3.2) but rather I would like the self-paced learners activity completion to be tracked and reported in relation to how long they have been in the course (and/or since their last completed activity).

I have listed below the versions since the new Course Overview block was implemented as affected versions.

 ",354362,Can the 'activity completion expected on' date be set as a relative value?,"Hi guys, I posted this in the general forum but didn´t get any replies. Perhaps this would be a more appropriate forum. I have a self-paced course with a rolling self registration. To benefit from Moodle 3.3's timeline on the new course overview block I need to be able to set the 'activity completion expected on' in relation to the date the student enrolled themselves on the course. For example, a student enrolls on the course in which the first activity needs to be completed within 72 hours of them enrolling. The 'activity completion expected on' date needs to be set as the date they enrolled +3 days. If this is not possible in core, does anyone know of a plugin (that is compatible with 3.3) that can achieve this? Many thanks, Joe"
56,MDL-60886,Notification preferences web offline options confusing,"Apparently the notification preferences web offline options are for setting whether a user is notified when they next log in to Moodle.

This is confusing, as highlighted in a recent discussion on moodle.org [Offline web notifications - how do they even work?|https://moodle.org/mod/forum/discuss.php?d=361387] How about instead simplifying the UI and having only one column for web notifications?",361387,Offline web notifications - how do they even work?,Can anyone please explain to me how offline web notifications work? I'm able to select this in Notification Preferences but I have no idea at all how I would receive them if I'm not logged in to Moodle. I can't find any useful information about this in Moodle Docs or anywhere else - only that it exists. regards Colin
57,MDL-60896,Rename Workshop to Peer Assessment,"The [documentation|https://docs.moodle.org/34/en/Workshop_activity] says: ""Workshop is a powerful peer assessment activity"".

I was talking to other people that have no idea what Workshop stands for but are looking for peer assessment in Moodle without success. Maybe this rename would help many people.

Being discussed on the forum at: https://moodle.org/mod/forum/discuss.php?d=362023
 ",362023,Rename Workshop to Peer Assessment?,"Hello, the documentation says: ""Workshop is a powerful peer assessment activity"". I was talking to other people that have no idea what Workshop stands for but are looking for peer assessment in Moodle without success. Maybe this rename would help many people. Best regards, Daniel"
58,MDL-60910,"Drag and Drop onto Image, using transparent pictures","Currently it's not possible to use transparent pictures in the drag and drop question type.

If you want to make students, for example, place countries on a map (which would be the background picture in this example) you won't see the background map anymore, since the drag image will have a white background itself, that covers boarders of the countries on the map.

 

So far this issue was only adressed in the forum (at least I couldn't find any relating to this in the tracker), see [https://moodle.org/mod/forum/discuss.php?d=351943]

 

 
 ",351943,Drag and Drop (Map) question type with gif images,"I feel like this question has to have been asked somewhere but my forum search didn't find anything. I want to use the drag and drop question type using an image (map) and images to drag (individual countries from the map). I have 'extracted' the individual countries using Gimp, which was a rather tedious process. When the images are saved as gif images the outlined image can be preserved but when saved as a jpeg image the image is cropped into a square, which for drag an drop results in an awkward situation of having to drag a square, larger than the actual target, onto a map...thereby covering some of the adjacent countries. Is there anyway to 'fix' this problem that anyone is aware of. For reference, I will try to attach some screenshots here of my problem. The following is when a jpeg is used. This is with a gif that has apparently been converted, within Moodle, to jpeg...? Maybe I need to use a different image format to get transparency outside of the 'visible' image? Thanks, in advance, for any help or advice provided. Jason"
59,MDL-61049,Forum posts to several groups,"Following [previous discussion|https://moodle.atlassian.net/browse/MDL-59092], it would be good to have the possibility to post forum messages to several groups.

Currently, one can post forum message either to one group or to all groups. There are, however, situations (see [here|https://moodle.org/mod/forum/discuss.php?d=349731]) where teacher needs send messages to selected groups only.",349731,Forum and grouping ?,"Dear all, as I  see, it is possible to address forum posts to selected groups, not to grouping . I need to announce something to selected groups. Is there any way to achieve that without repeating the same post for each group ?"
60,MDL-61060,Addition of boolean logic operations to Gradebook Calculations,"Determining a final grade for a student via a gradebook calculation appears to only be possible using mathematical operations. There are some number of instances, not all of which will be possible to list here, where such restriction cannot readily, or even actually at all, allow the teacher to determine a final grade through gradebook (thus requiring other calculations, manually entering or checking data, etc).

Of particular interest, to me at least, are the following prospects:
 # Different groups who share a sub-set of assessment items from a course, but who do not share other sub-sets. As per [this discussion|[https://moodle.org/mod/forum/discuss.php?d=355362]|https://moodle.org/mod/forum/discuss.php?d=355362].] and [this discussion|[https://moodle.org/mod/forum/discuss.php?d=335289].]
 # Any other situation where it is not practical to exclude empty grades (as a student might miss an assessment completely)
 # Achieving a certain result in a non-numeric scale as a qualifying condition for a score to be included.
 # Achieving a score in one major assignment can override the scores in some minor assessments, so they wouldn't (as) included (eg. if 78% were scored in the major, then exclude the scores in the minors that were less than 78%).",335289,Excluding restricted items,"Hello everyone, It has been some time I am trying to find a suitable setting for graded items that are restricted. In a course module we have: Activity 1a OR Activity 1b AND Activity 2 Activities 1a - 1b are restricted to each other. If student takes 1a, the 1b will hide and vise versa. Activity 1 (a OR b) worth 50% Activity 2 worth 50% as well. So if student Z gains full marks in Activity 1a and Activity 2 the total score of the module should be 100%. If student Z gains full marks in Activity 1a but not take Activity 2 the module total should be 50% too. The problem here is that in gradebook if I exclude empty grades I get the correct total as far it concerns 1a - 1b, but wrong total as far it concerns Activity 1 and 2. Doesn't sound reasonable graded activities that are restricted to be automatically excluded from gradebook aggregations? As there is a setting in gradebook to hide hidden items from the gradebook, shouldn't be a setting to exclude hidden items from aggregation? Exclude empty grades is not the same with exclude hidden (restricted) items . In the above example if student X takes only Activity 1a, Activities 1b and Activity 2 are treated the same from the system, while they are not. Activity 1b is hidden due to course restrictions (users can take either 1a either 1b) and Activity 2 is an empty grade. Calculations is the only option I see here, yet not my favourite. I would appreciate if anyone has a better idea. kan"
61,MDL-61070,Integrate videojs-contrib-hls for supporting playing m3u8 streaming video files.,"And also need add the m3u8 MIME _application/x-mpegURL_ as video file in core, or let users add in config.php [this way|https://moodle.org/mod/forum/discuss.php?d=332964].",332964,Adding Mime Type for file,I have a lot of Python files in a course I teach and would like to have an icon appear next to those resources on a course page. In past Moodle versions code could be added to lib\filelib.php however I can't see any direct references to filetypes in there for Moodle 3.03. Any ideas? Thanks Colin
62,MDL-61097,Column selection for all tables and reports that show user details,"Throughout Moodle there are many instances where user details are listed. For example in the Gradebook, Activity Completion report, Feedback module, Enrolled users page etc etc. In most, if not all of these places, the user details listed include the firstname, lastname, email and often the picture. For some institutions (at least 2 that I have worked for) one of the many fields that is missing is the username field. 

The username field is often not just the username that the user uses to login to Moodle, but is often a piece of information that uniquely identifies that individual throughout the institution in all areas/records and is known to all administrators and academics, and in a lot of cases other students. Reporting, cross checking and updating information in Moodle becomes almost impossible when this unique piece of information is missing. Think 3 Tom Smiths on one course. 

My actual improvement suggestion is to have a global setting, and/or set of permissions/capibilities. An administrator should be able to select, from a list of all user profile fields, which user profile fields should be displayed when showing user profile information. This way we could select username, firstname, lastname and email address (as image is completely useless to us). It would be even better if we could then select custom profile fields (for example we have set up College, Department and Course as custom fields). 

For those worried about the security of displaying the username, I would attempt to say the following: 1. All non firstname, lastname and email columns could/would be deselected as default and controlled by admin. 2. For some institutions the username is public knowledge anyway, so hiding it in Moodle is classed as a bug, not a security feature. 3. Permissions/capibilities could be created for each user profile field (and at least the core) that controls who can see that field in a given context (again could be set to prevent or not set by default). 4. In some cases we are trying to implement security by obscurity, which never really works. See this old forum post for another person requesting it: [https://moodle.org/mod/forum/discuss.php?d=62850]. I know there may be other security implications for some. 

I also appreciate that there are considerations to be made about table displays, but hopefully Moodle is allowing horizontal scrolling and/or collapsed columns in all areas? It makes sense for the table output to be centralised and controlled from a central API?  

 

 ",62850,Show username column next to Full Name column,"I've just made a change to Moodle 1.6's /mod/assignment/lib.php 'display_submissions' function so that professors can sort the grading interface by username instead of just first name or last name. Can I request that this feature be added? Here's my ' cvs diff' output for lib.php. Other functions in other parts of Moodle could also use this change. I'm sure I'll be making and posting them later as they are demanded by my users. Again - this is moodle 1.6. Index: lib.php =================================================================== RCS file: /cvs/CSMOODLE/mod/assignment/lib.php,v retrieving revision 1.3 diff -r1.3 lib.php 818c818 < $select = 'SELECT u.id, u.id, u.firstname, u.lastname, u.picture,'."
63,MDL-61317,Allow bulk deletions of sections in 3.3 onwards,"While there is now an ability to add multiple sections, there is no ability to delete multiple sections in one step. Prior to 3.3, the number of sections could be specified in the course set up. see discussion:

[https://moodle.org/mod/forum/discuss.php?d=351955|https://moodle.org/mod/forum/discuss.php?d=351955]

related to: [https://moodle.atlassian.net/browse/MDL-58837|https://moodle.atlassian.net/browse/MDL-58837]",351955,Set number of sections course in Moodle 3.3,"Hi all During my tests, I have no more the number of sections course setting. I know in an other discussion, this setting has been removed in Moodle 3.3 because of the new functionality instead of orphaned activities with a new admin
setting  'Allow activities to be available but not shown in visible
sections of course page' ( MDLQA-10469 ) But, I'm maybe a little bit confused about that. I try to explain. Before : I can specify the number of section at the course creation process, for example 5. If I want 2 new sections, I put on the ""+"" twice. If I want delete 1 section I put on the ""-"" once. If I want to add 6 sections, I come back the the course setting and set to ""11"" the section number If I want just 1 section, I come back the the course setting and set to ""1"" the section number Now : I can't specify the number of section at the course creation process, and the number is base upon a system setting (Site administration / ► Courses / ► Course default settings) If I want 2 new sections, I put on the ""+ Add section"" twice. If I want delete 1 section I can't put on the ""-"", I have to delete the section. If I want to add 6 sections, the only way is to put 6 time the ""+Add topic"" If I want just 1 section, the only way is to delete section 5, and delete section 4, and delete section 3, and delete section2... it's a long process if I have a lot of section created... It's a little bit of a damage to lose this ability to bulk change the section number from the course settings Am I wrong ?"
